seqs,solution,target,target_index
"[10, 75, 42, 90, 226, 116, 4, 1, 2266, 294, 254, 2]","[0, 1, 0]",[9],2
"[49, 17, 151, 190, 13, 6, 26, 8, 318, 247, 3, 31, 6, 379, 4, 1744, 23, 159, 3, 48, 8, 2267, 4, 163, 502, 6, 2268, 1745, 1002, 4, 950, 23, 2269, 2270, 43, 205, 44, 2]","[0, 0, 1]",[5],4
"[15, 33, 38, 290, 25, 30, 2271, 2]","[0, 1, 0]",[5],4
"[19, 118, 8, 125, 32, 1, 921, 4, 922, 41, 34, 682, 121, 4, 91, 314, 1, 286, 74, 4, 29, 5, 2]","[0, 0, 1]",[21],3
"[232, 1, 41, 7, 92, 200, 100, 67, 126, 106, 740, 3, 25, 138, 12, 70, 2]","[1, 0, 0]",[24],0
"[1, 2272, 865, 434, 170, 12, 1062, 3, 45, 12, 1, 424, 3310, 2]","[1, 0, 0]",[5],4
"[36, 591, 1, 340, 78, 25, 31, 696, 127, 27, 28, 1418, 23, 3311, 4, 3312, 3313, 158, 25, 36, 56, 463, 17, 2]","[1, 0, 0]",[24],0
"[4, 687, 10, 48, 46, 33, 6, 2273, 14, 2274, 3314, 647, 6, 689, 60, 732, 2]","[1, 0, 0]",[21],3
"[82, 323, 3315, 658, 41, 2]","[0, 0, 1]",[9],2
"[10, 75, 313, 32, 90, 3316, 6, 281, 116, 3, 25, 92, 263, 10, 163, 329, 2]","[0, 1, 0]",[9],2
"[1, 366, 28, 92, 2275, 174, 3317, 293, 259, 110, 2]","[0, 0, 1]",[5],4
"[10, 184, 776, 19, 31, 35, 51, 2276, 60, 14, 18, 26, 300, 2]","[0, 1, 0]",[9],2
"[1, 3318, 443, 27, 10, 171, 12, 47, 753, 47, 514, 4, 1214, 54, 1, 1154, 370, 1706, 27, 10, 171, 16, 15, 3, 36, 3319, 999, 98, 23, 58, 821, 14, 1154, 418, 1215, 2]","[1, 0, 0]",[5],4
"[18, 7, 58, 14, 37, 209, 110, 4, 15, 7, 30, 8, 40, 1325, 2]","[0, 0, 1]",[9],2
"[37, 626, 420, 393, 4, 15, 12, 418, 1419, 22]","[0, 0, 1]",[5],4
"[484, 28, 2277, 101, 7, 6, 360, 728, 13, 98, 2]","[0, 0, 1]",[5],4
"[49, 17, 52, 290, 5, 63, 1, 145, 2278, 2]","[0, 0, 1]",[5],4
"[46, 28, 126, 809, 110, 16, 1, 422, 164, 4, 17, 83, 627, 80, 279, 2]","[0, 1, 0]",[9],2
"[1746, 1747, 7, 77, 6, 29, 3320]","[0, 0, 1]",[21],3
"[104, 100, 1, 485, 3321, 34, 1, 931, 3, 25, 30, 144, 186, 60, 14, 69, 152, 13, 3, 16, 37, 1026, 2]","[1, 0, 0]",[9],2
"[118, 13, 6, 388, 3322, 134, 2]","[0, 1, 0]",[9],2
"[548, 86, 4, 998, 73, 3, 573, 476, 603, 4, 6, 139, 554, 579, 23, 20, 275, 554, 43, 1, 1748, 39, 467, 22]","[0, 0, 1]",[21],3
"[226, 1, 114, 3323, 951, 4, 1, 788, 230, 739, 28, 1216, 2]","[0, 0, 1]",[5],4
"[113, 1, 120, 41, 215, 1030, 149, 14, 1, 340, 1359, 1654, 27, 132, 1655, 45, 1008, 3, 1, 78, 66, 51, 1656, 2]","[0, 0, 1]",[21],3
"[3324, 246, 8, 1, 328, 2]","[0, 0, 1]",[5],4
"[1, 653, 206, 3, 7, 483, 77, 324, 2]","[1, 0, 0]",[11],1
"[15, 7, 108, 339, 94, 224, 2]","[0, 0, 1]",[24],0
"[136, 6, 273, 6, 619, 725, 27, 10, 333, 866, 8, 173, 1, 2279, 22]","[0, 0, 1]",[9],2
"[38, 2280, 8, 1213, 27, 3325, 328, 3326, 3327, 66, 737, 34, 3, 197, 593, 12, 6, 710, 580, 14, 61, 3328, 3329, 3330, 2]","[1, 0, 0]",[9],2
"[99, 3331, 8, 651, 2]","[0, 0, 1]",[9],2
"[1, 299, 1420, 244, 97, 3332, 815, 2]","[1, 0, 0]",[5],4
"[18, 41, 7, 222, 6, 20, 26, 2]","[0, 0, 1]",[9],2
"[36, 725, 98, 52, 323, 3, 952, 4, 121, 2]","[0, 0, 1]",[11],1
"[19, 659, 938, 349, 261, 41, 302, 4, 255, 61, 72, 1677, 78, 2]","[0, 1, 0]",[9],2
"[45, 37, 331, 132, 103, 59, 1421, 45, 19, 83, 371, 2]","[1, 0, 0]",[9],2
"[36, 99, 1063, 102, 789, 461, 3, 953, 3333, 1749, 13, 2281, 3, 4, 2282, 67, 147, 34, 1, 124, 2]","[1, 0, 0]",[11],1
"[722, 15, 12, 79, 59, 3334, 3335, 25, 10, 75, 826, 1, 340, 23, 126, 110, 45, 10, 56, 35, 1587, 222, 2283, 2]","[1, 0, 0]",[9],2
"[1, 5, 12, 20, 2]","[0, 0, 1]",[5],4
"[2284, 14, 782, 46, 28, 182, 111, 64, 182, 2285, 111, 3336, 14, 17, 1, 623, 76, 219, 69, 741, 4, 742, 17, 954, 262, 2]","[0, 0, 1]",[11],1
"[85, 37, 331, 4, 48, 46, 3, 19, 697, 72, 1750, 43, 31, 503, 1751, 1752, 341, 10, 179, 92, 44, 10, 160, 35, 179, 185, 92, 3, 15, 6, 26, 17, 243, 99, 627, 49, 17, 99, 48, 3, 17, 243, 644, 6, 119, 14, 69, 439, 87]","[0, 0, 1]",[5],4
"[1, 1187, 3, 57, 570, 3, 4, 1, 1680, 329, 2]","[0, 0, 1]",[11],1
"[10, 56, 30, 107, 134, 352, 79, 135, 15, 3337, 1, 340, 23, 126, 387, 342, 41, 2]","[1, 0, 0]",[5],4
"[113, 1, 62, 28, 241, 170, 3, 1, 188, 28, 334, 2]","[0, 0, 1]",[24],0
"[10, 42, 8, 735, 37, 124, 23, 6, 474, 301, 14, 939, 4, 1, 11, 12, 284, 59, 1753, 2]","[1, 0, 0]",[21],3
"[4, 3, 3338, 428, 657, 103, 257, 8, 102, 4, 19, 395, 13, 6, 617, 1422, 468, 3, 36, 291, 102, 3339, 231, 2]","[1, 0, 0]",[11],1
"[43, 77, 432, 1, 486, 13, 1, 1754, 433, 22, 22, 22]","[0, 0, 1]",[5],4
"[11, 12, 324, 42, 8, 117, 8, 163, 4, 63, 5, 361, 30, 410, 2]","[1, 0, 0]",[11],1
"[10, 48, 4, 125, 60, 32, 175, 321, 110, 4, 18, 7, 58, 26, 17, 31, 48, 4, 96, 2]","[0, 0, 1]",[9],2
"[3340, 2, 651, 56, 35, 742, 305, 16, 37, 323, 10, 125, 46, 2]","[0, 1, 0]",[9],2
"[10, 31, 743, 71, 18, 26, 13, 3341, 4, 376, 118, 1755, 8, 6, 811, 364, 121, 2]","[0, 1, 0]",[9],2
"[20, 867, 3, 29, 116, 2]","[0, 0, 1]",[5],4
"[18, 7, 3, 71, 374, 3, 37, 209, 41, 16, 166, 4, 10, 93, 813, 15, 39, 92, 382, 45, 10, 122, 48, 92, 263, 22]","[0, 0, 1]",[9],2
"[10, 68, 165, 107, 18, 26, 8, 305, 112, 7, 190, 13, 6, 312, 157, 233, 123, 27, 7, 136, 6, 239, 13, 69, 1022, 2]","[0, 0, 1]",[24],0
"[165, 385, 7, 1, 290, 370, 3342, 391, 4, 1756, 391, 2]","[0, 0, 1]",[5],4
"[10, 275, 1217, 4, 85, 36, 172, 657, 3, 10, 420, 46, 6, 196, 2]","[0, 1, 0]",[9],2
"[16, 480, 3, 182, 111, 122, 91, 735, 58, 356, 2]","[0, 0, 1]",[5],4
"[4, 1, 5, 12, 245, 2]","[0, 0, 1]",[5],4
"[1, 528, 4, 955, 28, 86, 4, 61, 90, 7, 245, 2]","[0, 0, 1]",[5],4
"[37, 490, 4, 10, 39, 16, 166, 3343, 67, 2286, 910, 2]","[0, 1, 0]",[9],2
"[10, 264, 136, 107, 18, 128, 26, 2]","[0, 0, 1]",[9],2
"[1000, 956, 7, 108, 20, 25, 30, 228, 47, 29, 158, 36, 766, 1, 340, 581, 14, 1147, 25, 268, 1423, 8, 1424, 60, 2]","[0, 1, 0]",[5],4
"[13, 72, 3344, 43, 1, 115, 19, 31, 129, 940, 44, 30, 89, 3345, 6, 2287, 3346, 76, 129, 63, 102, 84, 13, 6, 1417, 1687, 2]","[1, 0, 0]",[24],0
"[1, 5, 12, 212, 3347, 2]","[1, 0, 0]",[5],4
"[15, 7, 136, 170, 4, 382, 2]","[0, 0, 1]",[24],0
"[1, 416, 7, 1, 660, 2288, 416, 43, 1033, 1, 788, 416, 36, 766, 16, 3348, 44, 3, 4, 1, 2289, 7, 2290, 1745, 4, 38, 1757, 2]","[0, 0, 1]",[5],4
"[113, 1, 72, 415, 482, 616, 7, 30, 744, 200, 3, 16, 120, 217, 153, 3, 46, 7, 136, 104, 5, 16, 27, 616, 3, 4, 45, 862, 3, 536, 15, 33, 509, 74, 3, 76, 115, 957, 30, 40, 6, 41, 8, 101, 10, 76, 322, 2]","[0, 0, 1]",[24],0
"[10, 131, 1, 3349, 1425, 1758, 22]","[0, 0, 1]",[21],3
"[19, 154, 31, 8, 117, 32, 1, 161, 13, 2291, 2]","[1, 0, 0]",[11],1
"[18, 26, 7, 6, 3350, 1415, 27, 7, 3351, 2292, 3352, 3, 297, 246, 14, 3353, 958, 43, 3354, 33, 2293, 44, 16, 422, 2]","[1, 0, 0]",[21],3
"[309, 37, 786, 13, 2294, 33, 330, 3, 4, 1, 1678, 1679, 364, 12, 178, 284, 2]","[1, 0, 0]",[11],1
"[3355, 108, 643, 745, 734, 134, 4, 759, 2]","[0, 1, 0]",[5],4
"[18, 223, 7, 37, 209, 4, 10, 77, 63, 15, 85, 10, 48, 46, 4, 99, 63, 2295, 14, 15, 2]","[0, 0, 1]",[5],4
"[10, 12, 91, 283, 3356, 507, 8, 742, 383, 30, 8, 48, 125, 64, 89, 219, 60, 5, 54, 46, 2]","[1, 0, 0]",[9],2
"[25, 72, 714, 13, 441, 130, 821, 203, 203, 203]","[1, 0, 0]",[24],0
"[56, 35, 48, 46, 22]","[1, 0, 0]",[9],2
"[309, 37, 786, 13, 2294, 33, 330, 3, 4, 1, 1678, 1679, 364, 12, 178, 284, 2]","[1, 0, 0]",[9],2
"[10, 75, 51, 8, 18, 41, 92, 100, 6, 3357, 116, 4, 85, 10, 184, 1027, 13, 1426, 3, 1759, 2296, 145, 64, 401, 3358, 34, 236, 3, 18, 7, 1, 26, 8, 48, 2]","[0, 0, 1]",[5],4
"[10, 42, 1, 572, 1064, 23, 3359, 237, 3, 101, 12, 139, 2]","[0, 0, 1]",[5],4
"[1, 11, 7, 6, 128, 2297, 32, 116, 25, 50, 7, 2298, 85, 1, 5, 1427, 2]","[0, 0, 1]",[5],4
"[15, 33, 6, 1760, 27, 6, 82, 3, 1761, 26, 52, 1, 1162, 1634, 83, 40, 45, 2299, 71, 932, 11, 2]","[1, 0, 0]",[11],1
"[1762, 2]","[0, 0, 1]",[9],2
"[15, 7, 440, 3, 47, 7, 1, 239, 2]","[0, 0, 1]",[5],4
"[182, 111, 16, 67, 472, 372, 52, 419, 367, 3, 4, 1014, 1015, 2105, 23, 182, 20, 147, 27, 39, 30, 16, 61, 387, 78, 2]","[0, 0, 1]",[5],4
"[45, 50, 10, 184, 464, 8, 179, 7, 18, 41, 7, 71, 374, 1, 57, 137, 5, 41, 10, 75, 129, 51, 8, 2]","[0, 0, 1]",[9],2
"[37, 331, 510, 1, 188, 39, 38, 130, 3, 25, 49, 37, 529, 436, 12, 29, 8, 125, 1, 577, 68, 75, 51, 312, 13, 98, 2]","[1, 0, 0]",[5],4
"[131, 1, 554, 3360, 34, 3361, 4, 569, 2]","[0, 0, 1]",[21],3
"[530, 16, 956, 115, 14, 37, 439, 4, 355, 1, 5, 12, 1428, 8, 1, 2300, 537, 1429, 41, 46, 2]","[0, 1, 0]",[9],2
"[36, 39, 222, 6, 2058, 43, 72, 1312, 13, 709, 130, 810, 1584, 16, 1585, 892, 44, 4, 30, 144, 464, 2]","[1, 0, 0]",[24],0
"[51, 46, 3, 519, 27, 3, 4, 120, 217, 3, 15, 33, 30, 27, 299, 6, 332, 2]","[0, 1, 0]",[9],2
"[20, 157, 5, 4, 1, 11, 7, 477, 2]","[0, 0, 1]",[11],1
"[186, 8, 1014, 7, 52, 186, 8, 69, 209, 2301, 33, 414, 13, 109, 3, 3362, 27, 69, 2301, 7, 6, 20, 235, 1430, 2]","[0, 0, 1]",[9],2
"[53, 1, 416, 32, 1, 832, 7, 548, 148, 4, 285, 17, 167, 92, 53, 1, 90, 7, 70, 4, 493, 16, 779, 1218, 3, 206, 40, 2302, 27, 1, 3363, 33, 3364, 90, 23, 2303, 4, 1219, 2304, 7, 212, 6, 3365, 90, 23, 308, 2303, 4, 1219, 2304, 34, 307, 3, 52, 6, 294, 2]","[0, 0, 1]",[5],4
"[48, 3, 48, 3, 2305, 3, 193, 383, 3366, 60, 80, 15, 2]","[0, 0, 1]",[9],2
"[1, 1065, 1431, 7, 108, 20, 3, 4, 37, 229, 112, 1432, 103, 16, 454, 2306, 27, 97, 58, 817, 6, 104, 1433, 2307, 23, 2308, 2]","[0, 0, 1]",[5],4
"[36, 89, 3367, 15, 60, 82, 43, 13, 279, 34, 6, 3368, 44, 30, 95, 149, 30, 8, 128, 2]","[0, 0, 1]",[11],1
"[347, 117, 87, 13, 98, 22]","[0, 0, 1]",[11],1
"[10, 75, 51, 8, 32, 594, 661, 489, 3369, 116, 3, 15, 7, 489, 215, 1, 57, 157, 41, 173, 2309, 589, 2]","[0, 0, 1]",[9],2
"[25, 1, 1763, 236, 12, 29, 2]","[0, 0, 1]",[5],4
"[96, 61, 788, 90, 23, 114, 534, 64, 1065, 2]","[0, 0, 1]",[5],4
"[728, 3, 34, 2310, 959, 1, 414, 81, 7, 1306, 22]","[0, 0, 1]",[5],4
"[30, 88, 10, 507, 8, 1213, 2]","[1, 0, 0]",[9],2
"[99, 16, 37, 439, 154, 10, 303, 27, 10, 122, 40, 582, 226, 16, 202, 4, 16, 851, 13, 72, 2311, 16, 166, 2]","[0, 0, 1]",[5],4
"[10, 234, 6, 539, 2312, 1764, 3, 42, 6, 298, 14, 81, 4, 6, 298, 14, 433, 1578, 8, 1, 109, 3, 4, 10, 12, 215, 555, 150, 37, 216, 8, 18, 26, 22]","[1, 0, 0]",[5],4
"[211, 956, 655, 4, 10, 83, 30, 107, 6, 104, 956, 26, 16, 120, 217, 2]","[0, 0, 1]",[21],3
"[1, 188, 28, 334, 3, 45, 15, 608, 40, 29, 8, 163, 304, 552, 8, 808, 43, 549, 100, 58, 254, 4, 482, 844, 525, 44, 13, 182, 111, 2]","[0, 0, 1]",[5],4
"[89, 150, 478, 3370, 60, 71, 1, 3371, 1434, 3372, 33, 3, 2313, 66, 3373, 142, 8, 2314, 34, 272, 2315, 33, 2259, 33, 3374, 23, 6, 772, 3, 927, 131, 13, 272, 3375, 3, 4, 481, 33, 30, 627, 1, 315, 90, 22]","[0, 0, 1]",[5],4
"[88, 1344, 188, 22]","[0, 0, 1]",[5],4
"[823, 11, 2]","[0, 1, 0]",[11],1
"[113, 18, 83, 1765, 40, 634, 6, 41, 3, 15, 7, 2316, 1, 57, 332, 16, 2317, 244, 72, 731, 13, 6, 356, 2318, 23, 236, 4, 2319, 452, 2]","[1, 0, 0]",[21],3
"[10, 165, 107, 1, 41, 1127, 34, 67, 123, 180, 121, 2]","[0, 0, 1]",[9],2
"[10, 131, 18, 26, 22]","[0, 0, 1]",[9],2
"[273, 17, 1435, 258, 3376, 3, 17, 151, 3377, 16, 6, 130, 3, 3378, 2320, 2321, 476, 2]","[0, 1, 0]",[21],3
"[38, 210, 2322, 53, 10, 75, 698, 515, 777, 32, 1220, 3, 1766, 81, 54, 61, 497, 81, 4, 746, 1, 21, 2]","[0, 0, 1]",[21],3
"[36, 1408, 72, 3379, 13, 236, 2]","[1, 0, 0]",[24],0
"[49, 69, 209, 342, 5, 7, 2323, 3380, 145, 3, 174, 18, 7, 30, 69, 26, 2]","[1, 0, 0]",[5],4
"[118, 46, 13, 59, 1767, 134, 2]","[0, 1, 0]",[9],2
"[10, 107, 790, 16, 34, 6, 2078, 2]","[0, 0, 1]",[9],2
"[15, 33, 104, 100, 187, 34, 1, 2324, 14, 3381, 26, 23, 3382, 619, 547, 3383, 3384, 17, 16, 1, 1066, 50, 121, 2]","[0, 0, 1]",[9],2
"[2325, 33, 7, 6, 210, 3, 351, 41, 2]","[0, 0, 1]",[21],3
"[10, 118, 55, 23, 6, 229, 34, 6, 2326, 3, 19, 118, 1768, 367, 172, 4, 122, 35, 63, 6, 124, 2]","[0, 1, 0]",[9],2
"[1, 3385, 78, 12, 6, 409, 858, 3, 527, 3386, 37, 301, 4, 10, 601, 1, 370, 145, 3, 684, 2327, 3, 4, 960, 147, 27, 19, 50, 171, 2]","[0, 0, 1]",[5],4
"[37, 229, 33, 5, 12, 108, 1, 961, 2328, 14, 88, 15, 33, 1769, 8, 202, 52, 43, 4, 333, 52, 44, 2]","[1, 0, 0]",[5],4
"[6, 41, 27, 253, 35, 96, 8, 56, 384, 556, 670, 20, 5, 23, 20, 11, 16, 6, 400, 74, 2]","[0, 0, 1]",[5],4
"[20, 81, 204, 3, 394, 2329, 158, 2330]","[0, 0, 1]",[24],0
"[659, 46, 113, 34, 1436, 4, 868, 1, 289, 2]","[0, 1, 0]",[9],2
"[1, 155, 7, 622, 3, 256, 4, 1039, 3, 113, 1, 5, 33, 918, 7, 522, 3, 575, 1, 710, 62, 2]","[0, 0, 1]",[5],4
"[25, 3, 241, 1770, 60, 80, 1, 1221, 2]","[0, 1, 0]",[5],4
"[429, 7, 58, 14, 279, 208, 27, 1737, 34, 50, 3387, 2]","[0, 0, 1]",[9],2
"[1, 11, 12, 65, 3, 1, 5, 12, 65, 3, 25, 1, 513, 123, 12, 38, 256, 2]","[0, 0, 1]",[5],4
"[423, 747, 145, 1222, 4, 1, 1223, 3, 4, 1, 3388, 2]","[0, 0, 1]",[5],4
"[50, 2331, 869, 297, 8, 1, 397, 2]","[0, 0, 1]",[11],1
"[18, 26, 66, 29, 1437, 3, 25, 1057, 6, 1771, 581, 14, 392, 193, 19, 83, 1224, 1067, 27, 149, 249, 34, 157, 5, 17, 83, 63, 1367, 367, 2]","[1, 0, 0]",[24],0
"[1438, 1439, 3, 113, 187, 1016, 13, 1772, 718, 14, 962, 4, 155, 3, 1068, 324, 117, 73, 4, 1068, 354, 791, 3, 7, 58, 14, 1, 57, 809, 110, 10, 75, 129, 51, 8, 2, 1, 1426, 7, 70, 4, 493, 23, 38, 114, 1773, 2]","[1, 0, 0]",[11],1
"[10, 3389, 37, 229, 112, 385, 98, 18, 41, 4, 76, 527, 107, 15, 8, 1069, 2]","[0, 0, 1]",[9],2
"[4, 10, 31, 51, 173, 1, 532, 3, 8, 179, 1, 38, 265, 2]","[0, 1, 0]",[9],2
"[36, 341, 6, 1383, 60, 14, 15, 25, 576, 174, 1, 106, 7, 178, 29, 4, 1, 26, 7, 1196, 2]","[0, 0, 1]",[21],3
"[1, 1774, 4, 1775, 33, 28, 45, 487, 22]","[0, 0, 1]",[5],4
"[36, 650, 102, 94, 4, 1, 5, 12, 339, 114, 4, 1036, 2]","[0, 0, 1]",[11],1
"[46, 7, 6, 196, 14, 570, 89, 13, 111, 112, 125, 1038, 52, 98, 2]","[0, 0, 1]",[5],4
"[10, 93, 255, 6, 377, 223, 14, 870, 1070, 16, 6, 1042, 814, 4, 534, 237, 3, 25, 15, 212, 3390, 104, 100, 115, 166, 235, 871, 10, 75, 255, 1199, 147, 32, 2]","[0, 0, 1]",[5],4
"[61, 106, 3, 3391, 4, 126, 391, 28, 114, 4, 94, 1210, 2]","[0, 0, 1]",[5],4
"[19, 42, 3392, 3393, 4, 536, 647, 6, 1373, 3, 15, 12, 6, 1735, 14, 286, 4, 228, 148, 47, 94, 2]","[0, 0, 1]",[5],4
"[18, 7, 1, 57, 106, 16, 120, 217, 153, 53, 930, 247, 2]","[0, 0, 1]",[5],4
"[4, 1, 62, 39, 152, 8, 357, 13, 88, 17, 63, 2]","[1, 0, 0]",[24],0
"[18, 12, 34, 6, 1225, 121, 2]","[0, 1, 0]",[9],2
"[15, 12, 45, 213, 10, 212, 2332, 8, 292, 13, 37, 5, 2]","[1, 0, 0]",[5],4
"[10, 483, 3394, 8, 1071, 6, 500, 135, 1, 74, 12, 45, 20, 4, 10, 68, 1072, 13, 15, 95, 899, 8, 410, 2]","[0, 0, 1]",[21],3
"[1, 41, 7, 549, 130, 25, 19, 39, 771, 8, 63, 6, 124, 699, 2]","[1, 0, 0]",[21],3
"[349, 1, 436, 14, 1, 471, 459, 825, 3, 1, 328, 4, 73, 937, 4, 15, 12, 30, 13, 1, 104, 2]","[1, 0, 0]",[11],1
"[113, 15, 33, 30, 1776, 3, 15, 260, 7, 6, 20, 332, 4, 17, 136, 76, 371, 458, 582, 4, 311, 2]","[0, 0, 1]",[9],2
"[16, 185, 1329, 3, 18, 7, 6, 26, 10, 243, 40, 260, 8, 628, 71, 142, 85, 10, 184, 16, 18, 386, 14, 369, 2]","[0, 0, 1]",[9],2
"[1, 73, 285, 17, 266, 32, 389, 3, 1, 5, 7, 20, 4, 1, 74, 7, 139, 22]","[0, 0, 1]",[11],1
"[1, 21, 7, 211, 4, 662, 4, 19, 31, 77, 723, 156, 4, 326, 11, 2]","[0, 0, 1]",[11],1
"[1, 5, 7, 241, 52, 141, 78, 2333, 2]","[1, 0, 0]",[5],4
"[10, 131, 1, 3395, 14, 3396, 3397, 85, 197, 442, 8, 2334, 1, 26, 43, 197, 3398, 1, 1643, 33, 3399, 16, 1, 1440, 44, 2]","[0, 0, 1]",[21],3
"[1, 74, 7, 1777, 3, 1, 11, 1778, 3, 4, 1, 5, 1779, 2]","[0, 0, 1]",[5],4
"[70, 377, 5, 16, 82, 695, 74, 2]","[0, 0, 1]",[5],4
"[612, 367, 385, 1, 250, 53, 19, 108, 291, 27, 2]","[1, 0, 0]",[5],4
"[19, 39, 479, 27, 1, 117, 12, 80, 1123, 262, 4, 46, 68, 40, 97, 629, 13, 67, 1377, 906, 3400, 583, 2]","[0, 1, 0]",[9],2
"[4, 13, 18, 10, 42, 8, 1073, 60, 6, 130, 2335, 203]","[1, 0, 0]",[24],0
"[10, 68, 52, 8, 322, 4, 96, 105, 14, 1, 126, 78, 614, 85, 10, 56, 35, 31, 8, 705, 246, 8, 6, 845, 2]","[0, 0, 1]",[5],4
"[19, 42, 1, 1226, 47, 59, 254, 4, 36, 39, 70, 4, 1, 237, 12, 139, 2]","[0, 0, 1]",[5],4
"[70, 5, 3, 65, 11, 3, 4, 6, 178, 74, 143, 18, 6, 20, 430, 13, 109, 4, 1, 72, 1441, 134, 759, 285, 15, 59, 89, 104, 430, 13, 134, 22]","[0, 0, 1]",[11],1
"[15, 7, 71, 374, 37, 209, 41, 16, 632, 2]","[0, 0, 1]",[9],2
"[13, 1, 146, 14, 5, 3, 6, 128, 95, 200, 2]","[1, 0, 0]",[24],0
"[71, 109, 87, 3, 36, 1197, 15, 173, 4, 3401, 6, 334, 3402, 22, 22]","[0, 0, 1]",[9],2
"[2336, 7, 6, 20, 26, 8, 663, 258, 2337, 85, 17, 341, 105, 91, 148, 5, 34, 1, 162, 158, 17, 243, 957, 31, 963, 1442, 1, 581, 14, 5, 17, 63, 13, 709, 1405, 2]","[0, 0, 1]",[24],0
"[380, 15, 60, 3, 15, 417, 35, 1045, 69, 1044, 64, 69, 600, 2]","[0, 0, 1]",[5],4
"[823, 3, 45, 10, 99, 1071, 25, 46, 253, 35, 748, 8, 700, 1424, 14, 891, 8, 1074, 289, 3403, 537, 1429, 4, 15, 33, 87, 8, 820, 103, 53, 10, 275, 16, 422, 2]","[0, 1, 0]",[9],2
"[1, 1148, 3404, 4, 3405, 2]","[0, 0, 1]",[5],4
"[50, 1, 249, 118, 258, 1, 664, 1443, 3, 1736, 14, 15, 118, 8, 1, 1780, 2]","[1, 0, 0]",[5],4
"[1, 5, 7, 20, 3, 11, 7, 325, 2]","[0, 0, 1]",[5],4
"[11, 7, 20, 3, 872, 7, 29, 95, 2]","[0, 0, 1]",[11],1
"[136, 30, 6, 41, 8, 964, 22]","[0, 0, 1]",[9],2
"[2338, 1, 554, 1444, 12, 3, 36, 39, 34, 580, 2]","[0, 0, 1]",[21],3
"[118, 46, 4, 42, 6, 1728, 14, 321, 424, 147, 4, 310, 2]","[0, 1, 0]",[5],4
"[1, 73, 7, 38, 402, 4, 94, 2339, 3, 36, 151, 242, 3, 36, 28, 77, 326, 8, 3406, 1209, 1, 161, 4, 1006, 127, 3, 36, 199, 3407, 14, 240, 1350, 16, 1, 78, 4, 143, 3408, 3409, 2]","[0, 0, 1]",[11],1
"[10, 31, 313, 32, 175, 90, 208, 173, 166, 4, 18, 7, 930, 247, 1, 411, 2]","[1, 0, 0]",[9],2
"[276, 16, 3, 1, 74, 2340, 15, 3, 25, 32, 69, 2341, 3, 15, 33, 6, 38, 648, 123, 2]","[1, 0, 0]",[9],2
"[23, 45, 175, 29, 110, 34, 1, 1169, 3, 10, 56, 35, 341, 293, 5, 3, 1649, 1170, 1650, 112, 56, 35, 1651, 36, 392, 32, 6, 1652, 919, 3, 1653, 11, 3, 4, 774, 27, 253, 35, 685, 2]","[1, 0, 0]",[5],4
"[3410, 8, 179, 3, 10, 184, 99, 186, 84, 4, 17, 280, 40, 2342, 95, 2]","[1, 0, 0]",[9],2
"[36, 2343, 89, 481, 98, 1445, 37, 298, 14, 81, 193, 1227, 373, 2]","[0, 0, 1]",[11],1
"[174, 3, 63, 1155, 34, 673, 2344, 81, 2]","[0, 0, 1]",[5],4
"[1, 62, 28, 2345, 181, 13, 5, 14, 18, 2346, 2]","[0, 0, 1]",[24],0
"[665, 427, 11, 59, 5, 146, 32, 1228, 62, 2]","[1, 0, 0]",[5],4
"[30, 6, 491, 90, 526, 3, 25, 29, 13, 6, 710, 2347, 4, 1229, 162, 82, 318, 247, 109, 2]","[0, 0, 1]",[5],4
"[3411, 3412, 3413, 66, 6, 72, 499, 1150, 78, 27, 7, 315, 2]","[0, 0, 1]",[5],4
"[3414, 62, 2]","[0, 0, 1]",[24],0
"[383, 1230, 17, 52, 17, 39, 386, 14, 1, 323, 2]","[0, 0, 1]",[11],1
"[260, 3, 1, 562, 7, 82, 2]","[0, 0, 1]",[21],3
"[37, 172, 87, 46, 10, 916, 30, 8, 52, 1, 564, 2157, 2158, 27, 10, 171, 4, 36, 39, 336, 8, 1025, 15, 13, 98, 268, 647, 97, 299, 332, 2]","[0, 0, 1]",[11],1
"[19, 42, 6, 29, 87, 2]","[0, 0, 1]",[9],2
"[207, 190, 13, 18, 26, 135, 10, 1075, 29, 552, 2]","[0, 1, 0]",[9],2
"[10, 207, 55, 13, 37, 229, 33, 448, 4, 362, 343, 84, 129, 269, 2]","[0, 0, 1]",[9],2
"[56, 35, 936, 249, 34, 155, 2]","[0, 0, 1]",[21],3
"[1, 1781, 39, 20, 733, 2]","[0, 0, 1]",[5],4
"[1, 1782, 4, 1675, 1184, 28, 6, 1608, 14, 534, 4, 1032, 101, 466, 1700, 16, 69, 571, 2]","[0, 0, 1]",[5],4
"[19, 420, 344, 32, 713, 33, 456, 161, 135, 713, 33, 41, 257, 397, 12, 2139, 2]","[0, 1, 0]",[9],2
"[50, 1, 310, 4, 496, 39, 573, 3, 1, 337, 12, 571, 1783, 4, 1, 434, 12, 70, 22, 22, 22]","[0, 0, 1]",[5],4
"[1, 11, 12, 65, 4, 1, 5, 12, 70, 2]","[0, 0, 1]",[5],4
"[6, 256, 161, 23, 20, 5, 3, 4, 1446, 14, 65, 433, 2]","[0, 0, 1]",[21],3
"[1208, 90, 423, 1, 3415, 739, 2]","[0, 0, 1]",[5],4
